0.0009765625,0.43202668890742285,0.43
0.001953125,0.48123436196830693,0.5025
0.00390625,0.5129274395329442,0.54
0.0078125,0.5237698081734778,0.56
0.015625,0.5462885738115096,0.5725
0.03125,0.5679733110925771,0.5875
0.0625,0.5771476230191827,0.5775
0.125,0.585487906588824,0.5725
0.25,0.591326105087573,0.5775
0.5,0.5921601334445371,0.5725
1.0,0.5938281901584654,0.5775
2.0,0.5904920767306089,0.575
4.0,0.591326105087573,0.575
8.0,0.591326105087573,0.575
16.0,0.591326105087573,0.575
32.0,0.591326105087573,0.575
64.0,0.591326105087573,0.575
128.0,0.591326105087573,0.5725
256.0,0.5929941618015012,0.5725
512.0,0.5929941618015012,0.5725
1024.0,0.5938281901584654,0.58
0.0009765625,0.4603836530442035,0.44
0.001953125,0.4945788156797331,0.4825
0.00390625,0.5154295246038365,0.5075
0.0078125,0.5246038365304421,0.51
0.015625,0.5462885738115096,0.53
0.03125,0.5629691409507923,0.555
0.0625,0.567139282735613,0.555
0.125,0.5779816513761468,0.5625
0.25,0.5821517931609674,0.58
0.5,0.5796497080900751,0.58
1.0,0.5804837364470392,0.5825
2.0,0.5804837364470392,0.5775
4.0,0.5796497080900751,0.5825
8.0,0.5821517931609674,0.5825
16.0,0.5829858215179317,0.5825
32.0,0.5829858215179317,0.5825
64.0,0.5829858215179317,0.5825
128.0,0.5821517931609674,0.5825
256.0,0.5821517931609674,0.5825
512.0,0.5813177648040033,0.58
1024.0,0.5804837364470392,0.5775
0.0009765625,0.4562135112593828,0.4325
0.001953125,0.5012510425354462,0.48
0.00390625,0.5229357798165137,0.485
0.0078125,0.5329441201000834,0.4975
0.015625,0.5521267723102585,0.52
0.03125,0.5713094245204337,0.525
0.0625,0.585487906588824,0.5375
0.125,0.5946622185154296,0.545
0.25,0.5954962468723937,0.5575
0.5,0.5938281901584654,0.5575
1.0,0.5946622185154296,0.5575
2.0,0.5946622185154296,0.56
4.0,0.5929941618015012,0.5625
8.0,0.5938281901584654,0.565
16.0,0.5938281901584654,0.565
32.0,0.5938281901584654,0.565
64.0,0.5938281901584654,0.565
128.0,0.5938281901584654,0.5625
256.0,0.5946622185154296,0.5625
512.0,0.5938281901584654,0.5625
1024.0,0.5938281901584654,0.5625
0.0009765625,0.445371142618849,0.46
0.001953125,0.49958298582151794,0.4875
0.00390625,0.5154295246038365,0.5125
0.0078125,0.5321100917431193,0.515
0.015625,0.5571309424520434,0.525
0.03125,0.5654712260216848,0.5525
0.0625,0.5763135946622185,0.5675
0.125,0.5871559633027523,0.56
0.25,0.5929941618015012,0.55
0.5,0.5963302752293578,0.555
1.0,0.5988323603002502,0.5675
2.0,0.5979983319432861,0.5675
4.0,0.5971643035863219,0.57
8.0,0.5988323603002502,0.57
16.0,0.6013344453711427,0.57
32.0,0.6005004170141784,0.57
64.0,0.6005004170141784,0.57
128.0,0.6013344453711427,0.57
256.0,0.6013344453711427,0.57
512.0,0.6013344453711427,0.5725
1024.0,0.6030025020850709,0.5725
0.0009765625,0.44036697247706424,0.4525
0.001953125,0.4954128440366973,0.49
0.00390625,0.5154295246038365,0.5025
0.0078125,0.530442035029191,0.51
0.015625,0.5504587155963303,0.5425
0.03125,0.5654712260216848,0.5425
0.0625,0.5838198498748958,0.555
0.125,0.5879899916597164,0.5675
0.25,0.5954962468723937,0.58
0.5,0.591326105087573,0.58
1.0,0.5996663886572143,0.5725
2.0,0.6013344453711427,0.5675
4.0,0.6021684737281068,0.5675
8.0,0.6013344453711427,0.5675
16.0,0.6013344453711427,0.565
32.0,0.6013344453711427,0.565
64.0,0.6021684737281068,0.56
128.0,0.6021684737281068,0.56
256.0,0.603836530442035,0.5625
512.0,0.6046705587989991,0.5625
1024.0,0.603836530442035,0.5625
0.0009765625,0.4370308590492077,0.44
0.001953125,0.48874061718098416,0.5025
0.00390625,0.5162635529608006,0.5075
0.0078125,0.5229357798165137,0.53
0.015625,0.5437864887406172,0.5575
0.03125,0.5554628857381151,0.5775
0.0625,0.5721434528773979,0.5875
0.125,0.5838198498748958,0.59
0.25,0.5829858215179317,0.5775
0.5,0.5871559633027523,0.58
1.0,0.5896580483736447,0.5775
2.0,0.5938281901584654,0.575
4.0,0.5954962468723937,0.575
8.0,0.5954962468723937,0.575
16.0,0.5971643035863219,0.575
32.0,0.5979983319432861,0.575
64.0,0.5979983319432861,0.575
128.0,0.5988323603002502,0.575
256.0,0.5988323603002502,0.575
512.0,0.5988323603002502,0.575
1024.0,0.5988323603002502,0.5775
0.0009765625,0.4361968306922435,0.4425
0.001953125,0.4787322768974145,0.5075
0.00390625,0.5012510425354462,0.545
0.0078125,0.5170975813177648,0.55
0.015625,0.5396163469557965,0.56
0.03125,0.5629691409507923,0.5825
0.0625,0.5654712260216848,0.6025
0.125,0.5688073394495413,0.6025
0.25,0.5771476230191827,0.605
0.5,0.5771476230191827,0.605
1.0,0.5771476230191827,0.615
2.0,0.5738115095913261,0.615
4.0,0.5754795663052544,0.6125
8.0,0.5754795663052544,0.6125
16.0,0.5771476230191827,0.615
32.0,0.5771476230191827,0.615
64.0,0.5779816513761468,0.615
128.0,0.5779816513761468,0.615
256.0,0.5788156797331109,0.615
512.0,0.5813177648040033,0.6175
1024.0,0.5813177648040033,0.62
0.0009765625,0.4445371142618849,0.4375
0.001953125,0.48957464553794827,0.49
0.00390625,0.5145954962468724,0.51
0.0078125,0.5271059216013344,0.5175
